shop,posting_number,accrual_date,type_id,accrual_type,sku,quantity,seller_price,amount,currency
Instax Shop,0137685168-0108-3,2026-08-03,74,StarsMembership,2082847183,1,,-16.46,RUB
Instax Shop,0137685168-0108-3,2026-08-03,32,Logistic,2082847183,1,,-65,RUB
Instax Shop,0137685168-0108-3,2026-08-03,69,SaleCommission,2082847183,1,1097,-537.53,RUB
Instax Shop,0137685168-0108-3,2026-08-03,29,LastMileCourier,2082847183,1,,-7.45,RUB
Instax Shop,0163292062-0119-1,2026-08-03,32,Logistic,2082848101,1,,-59,RUB
Instax Shop,0163292062-0119-1,2026-08-03,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,0163292062-0119-1,2026-08-03,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0163292062-0119-1,2026-08-03,29,LastMileCourier,2082848101,1,,-10.62,RUB
Instax Shop,0153436549-0008-1,2026-08-04,74,StarsMembership,1281298623,1,,-16.46,RUB
Instax Shop,0153436549-0008-1,2026-08-04,98,DeliveryToHandoverPlaceByOzon,1281298623,1,,-25,RUB
Instax Shop,0153436549-0008-1,2026-08-04,32,Logistic,1281298623,1,,-56,RUB
Instax Shop,78865726-0065-1,2026-08-04,69,SaleCommission,2082847117,1,1097,-537.53,RUB
Instax Shop,78865726-0065-1,2026-08-04,74,StarsMembership,2082847117,1,,-16.46,RUB
Instax Shop,78865726-0065-1,2026-08-04,32,Logistic,2082847117,1,,-65,RUB
Instax Shop,78865726-0065-1,2026-08-04,29,LastMileCourier,2082847117,1,,-9.33,RUB
Instax Shop,62028157-0268-1,2026-08-06,29,LastMileCourier,2082848101,1,,-7.51,RUB
Instax Shop,62028157-0268-1,2026-08-06,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,62028157-0268-1,2026-08-06,32,Logistic,2082848101,1,,-65,RUB
Instax Shop,62028157-0268-1,2026-08-06,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,50804649-0469-1,2026-08-19,45,PickUpPointReturnAcceptance,2078709026,1,,-15,RUB
Instax Shop,50804649-0469-1,2026-08-19,59,ReturnFlowLogistic,2078709026,1,,-56,RUB
Instax Shop,50804649-0469-1,2026-08-19,29,LastMileCourier,2078709026,1,,-7.35,RUB
Instax Shop,50804649-0469-1,2026-08-19,32,Logistic,2078709026,1,,-61,RUB
Instax Shop,58878313-0459-3,2026-08-05,59,ReturnFlowLogistic,1281295474,1,,-56,RUB
Instax Shop,58878313-0459-3,2026-08-03,38,PackageCost,1281295474,1,,-5,RUB
Instax Shop,58878313-0459-3,2026-08-05,29,LastMileCourier,1281295474,1,,-9.39,RUB
Instax Shop,58878313-0459-3,2026-08-05,32,Logistic,1281295474,1,,-65,RUB
Instax Shop,58878313-0459-3,2026-08-05,45,PickUpPointReturnAcceptance,1281295474,1,,-15,RUB
Instax Shop,58878313-0459-3,2026-08-03,39,PackingFee,1281295474,1,,-10,RUB
Instax Shop,81019453-0408-1,2026-08-05,98,DeliveryToHandoverPlaceByOzon,1281295474,1,,-25,RUB
Instax Shop,81019453-0408-1,2026-08-05,74,StarsMembership,1281295474,1,,-16.46,RUB
Instax Shop,81019453-0408-1,2026-08-05,69,SaleCommission,1281295474,1,1097,-537.53,RUB
Instax Shop,81019453-0408-1,2026-08-05,32,Logistic,1281295474,1,,-59,RUB
Instax Shop,37120840-0230-1,2026-08-06,74,StarsMembership,1281298623,1,,-16.44,RUB
Instax Shop,37120840-0230-1,2026-08-06,32,Logistic,1281298623,1,,-66,RUB
Instax Shop,37120840-0230-1,2026-08-06,69,SaleCommission,1281298623,1,1096,-537.04,RUB
Instax Shop,37120840-0230-1,2026-08-06,29,LastMileCourier,1281298623,1,,-6.61,RUB
Instax Shop,03155095-0225-2,2026-08-03,69,SaleCommission,2082848281,1,1097,-537.53,RUB
Instax Shop,03155095-0225-2,2026-08-03,32,Logistic,2082848281,1,,-65,RUB
Instax Shop,03155095-0225-2,2026-08-03,74,StarsMembership,2082848281,1,,-16.46,RUB
Instax Shop,03155095-0225-2,2026-08-03,29,LastMileCourier,2082848281,1,,-10.35,RUB
Instax Shop,66488631-0216-1,2026-08-04,29,LastMileCourier,2090798532,1,,-11.73,RUB
Instax Shop,66488631-0216-1,2026-08-04,32,Logistic,2090798532,1,,-65,RUB
Instax Shop,66488631-0216-1,2026-08-04,74,StarsMembership,2090798532,1,,-7.46,RUB
Instax Shop,66488631-0216-1,2026-08-04,69,SaleCommission,2090798532,1,497,-243.53,RUB
Instax Shop,0192177817-0040-1,2026-08-06,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,0192177817-0040-1,2026-08-06,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0192177817-0040-1,2026-08-06,32,Logistic,2082848101,1,,-149.76,RUB
Instax Shop,0192177817-0040-1,2026-08-06,29,LastMileCourier,2082848101,1,,-13.01,RUB
Instax Shop,74310969-0225-1,2026-08-04,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,74310969-0225-1,2026-08-04,29,LastMileCourier,2082848101,1,,-7.94,RUB
Instax Shop,74310969-0225-1,2026-08-04,32,Logistic,2082848101,1,,-147.76,RUB
Instax Shop,74310969-0225-1,2026-08-04,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,49998351-0261-1,2026-08-05,32,Logistic,2396998748,1,,-73,RUB
Instax Shop,49998351-0261-1,2026-08-05,74,StarsMembership,2396998748,1,,-15.71,RUB
Instax Shop,49998351-0261-1,2026-08-05,29,LastMileCourier,2396998748,1,,-9.23,RUB
Instax Shop,49998351-0261-1,2026-08-05,69,SaleCommission,2396998748,1,1047,-513.03,RUB
Instax Shop,70993319-0091-1,2026-08-27,74,StarsMembership,1440724474,1,,-14.21,RUB
Instax Shop,70993319-0091-1,2026-08-27,98,DeliveryToHandoverPlaceByOzon,1440724474,1,,-25,RUB
Instax Shop,70993319-0091-1,2026-08-27,69,SaleCommission,1440724474,1,947,-464.03,RUB
Instax Shop,70993319-0091-1,2026-08-27,32,Logistic,1440724474,1,,-68,RUB
Instax Shop,0135210838-0125-1,2026-08-02,32,Logistic,4893687016,1,,-65,RUB
Instax Shop,0135210838-0125-1,2026-08-02,29,LastMileCourier,4893687016,1,,-9.86,RUB
Instax Shop,0135210838-0125-1,2026-08-02,74,StarsMembership,4893687016,1,,-16.46,RUB
Instax Shop,0135210838-0125-1,2026-08-02,69,SaleCommission,4893687016,1,1097,-482.68,RUB
Instax Shop,79317101-0100-1,2026-08-04,74,StarsMembership,1281295474,1,,-16.46,RUB
Instax Shop,79317101-0100-1,2026-08-04,29,LastMileCourier,1281295474,1,,-11.63,RUB
Instax Shop,79317101-0100-1,2026-08-04,69,SaleCommission,1281295474,1,1097,-537.53,RUB
Instax Shop,79317101-0100-1,2026-08-04,32,Logistic,1281295474,1,,-65,RUB
Instax Shop,37708347-0031-1,2026-08-03,74,StarsMembership,2090798532,1,,-7.46,RUB
Instax Shop,37708347-0031-1,2026-08-03,32,Logistic,2090798532,1,,-59,RUB
Instax Shop,37708347-0031-1,2026-08-03,69,SaleCommission,2090798532,1,497,-243.53,RUB
Instax Shop,37708347-0031-1,2026-08-03,29,LastMileCourier,2090798532,1,,-7.34,RUB
Instax Shop,42673666-0283-3,2026-08-03,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,42673666-0283-3,2026-08-03,29,LastMileCourier,2082848101,1,,-25,RUB
Instax Shop,42673666-0283-3,2026-08-03,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,42673666-0283-3,2026-08-03,32,Logistic,2082848101,1,,-149.76,RUB
Instax Shop,15242519-0107-2,2026-08-05,38,PackageCost,2082847183,1,,-5,RUB
Instax Shop,15242519-0107-2,2026-08-06,29,LastMileCourier,2082847183,1,,-6.87,RUB
Instax Shop,15242519-0107-2,2026-08-06,32,Logistic,2082847183,1,,-68,RUB
Instax Shop,15242519-0107-2,2026-08-06,59,ReturnFlowLogistic,2082847183,1,,-56,RUB
Instax Shop,15242519-0107-2,2026-08-06,45,PickUpPointReturnAcceptance,2082847183,1,,-15,RUB
Instax Shop,15242519-0107-2,2026-08-05,39,PackingFee,2082847183,1,,-10,RUB
Instax Shop,0112682342-0126-1,2026-08-05,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0112682342-0126-1,2026-08-05,29,LastMileCourier,2082848101,1,,-7.05,RUB
Instax Shop,0112682342-0126-1,2026-08-05,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,0112682342-0126-1,2026-08-05,32,Logistic,2082848101,1,,-61,RUB
Instax Shop,58320359-0156-3,2026-08-03,32,Logistic,2082848101,1,,-59,RUB
Instax Shop,58320359-0156-3,2026-08-03,29,LastMileCourier,2082848101,1,,-7.13,RUB
Instax Shop,58320359-0156-3,2026-08-03,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,58320359-0156-3,2026-08-03,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0109959906-0065-2,2026-08-02,32,Logistic,1967682262,1,,-59,RUB
Instax Shop,0109959906-0065-2,2026-08-02,29,LastMileCourier,1967682262,1,,-7.3,RUB
Instax Shop,0109959906-0065-2,2026-08-02,74,StarsMembership,1967682262,1,,-16.46,RUB
Instax Shop,0109959906-0065-2,2026-08-02,69,SaleCommission,1967682262,1,1097,-537.53,RUB
Instax Shop,0136734556-0112-1,2026-08-14,38,PackageCost,1393855629,1,,-5,RUB
Instax Shop,0136734556-0112-1,2026-08-16,45,PickUpPointReturnAcceptance,1393855629,1,,-15,RUB
Instax Shop,0136734556-0112-1,2026-08-14,39,PackingFee,1393855629,1,,-10,RUB
Instax Shop,0136734556-0112-1,2026-08-16,59,ReturnFlowLogistic,1393855629,1,,-59,RUB
Instax Shop,0136734556-0112-1,2026-08-16,32,Logistic,1393855629,1,,-63,RUB
Instax Shop,0136734556-0112-1,2026-08-16,29,LastMileCourier,1393855629,1,,-8.42,RUB
Instax Shop,0152351467-0043-1,2026-08-13,45,PickUpPointReturnAcceptance,1281295474,1,,-15,RUB
Instax Shop,0152351467-0043-1,2026-08-13,29,LastMileCourier,1281295474,1,,-11.15,RUB
Instax Shop,0152351467-0043-1,2026-08-13,32,Logistic,1281295474,1,,-65,RUB
Instax Shop,0152351467-0043-1,2026-08-13,59,ReturnFlowLogistic,1281295474,1,,-56,RUB
Instax Shop,45843814-0034-1,2026-08-08,32,Logistic,2082847183,1,,-65,RUB
Instax Shop,45843814-0034-1,2026-08-08,29,LastMileCourier,2082847183,1,,-16.32,RUB
Instax Shop,45843814-0034-1,2026-08-08,74,StarsMembership,2082847183,1,,-16.46,RUB
Instax Shop,45843814-0034-1,2026-08-08,69,SaleCommission,2082847183,1,1097,-537.53,RUB
Instax Shop,62039595-0298-1,2026-08-07,29,LastMileCourier,2078709026,1,,-7.63,RUB
Instax Shop,62039595-0298-1,2026-08-07,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,62039595-0298-1,2026-08-07,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,62039595-0298-1,2026-08-07,32,Logistic,2078709026,1,,-155.76,RUB
Instax Shop,89319967-0109-1,2026-08-03,29,LastMileCourier,2078709026,1,,-13.47,RUB
Instax Shop,89319967-0109-1,2026-08-03,32,Logistic,2078709026,1,,-58,RUB
Instax Shop,89319967-0109-1,2026-08-03,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,89319967-0109-1,2026-08-03,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,29859829-0223-1,2026-08-04,29,LastMileCourier,1281295474,1,,-8.53,RUB
Instax Shop,29859829-0223-1,2026-08-04,32,Logistic,1281295474,1,,-65,RUB
Instax Shop,29859829-0223-1,2026-08-04,74,StarsMembership,1281295474,1,,-16.46,RUB
Instax Shop,29859829-0223-1,2026-08-04,69,SaleCommission,1281295474,1,1097,-537.53,RUB
Instax Shop,55819806-0149-1,2026-08-03,69,SaleCommission,2396422586,1,1047,-513.03,RUB
Instax Shop,55819806-0149-1,2026-08-03,32,Logistic,2396422586,1,,-73,RUB
Instax Shop,55819806-0149-1,2026-08-03,74,StarsMembership,2396422586,1,,-15.71,RUB
Instax Shop,55819806-0149-1,2026-08-03,29,LastMileCourier,2396422586,1,,-5.97,RUB
Instax Shop,58803941-1271-1,2026-08-04,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,58803941-1271-1,2026-08-04,29,LastMileCourier,2078709026,1,,-9.9,RUB
Instax Shop,58803941-1271-1,2026-08-04,32,Logistic,2078709026,1,,-65,RUB
Instax Shop,58803941-1271-1,2026-08-04,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,58803941-1271-1,2026-08-09,45,PickUpPointReturnAcceptance,2078709026,1,,-15,RUB
Instax Shop,58803941-1271-1,2026-08-06,69,SaleCommission,2078709026,1,-1097,482.68,RUB
Instax Shop,58803941-1271-1,2026-08-09,59,ReturnFlowLogistic,2078709026,1,,-56,RUB
Instax Shop,66503423-0246-1,2026-08-05,74,StarsMembership,2980607760,1,,-16.46,RUB
Instax Shop,66503423-0246-1,2026-08-05,32,Logistic,2980607760,1,,-65,RUB
Instax Shop,66503423-0246-1,2026-08-05,69,SaleCommission,2980607760,1,1097,-537.53,RUB
Instax Shop,66503423-0246-1,2026-08-05,29,LastMileCourier,2980607760,1,,-8.64,RUB
Instax Shop,38553345-0059-1,2026-08-02,32,Logistic,2078709026,1,,-65,RUB
Instax Shop,38553345-0059-1,2026-08-02,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,38553345-0059-1,2026-08-02,29,LastMileCourier,2078709026,1,,-9.18,RUB
Instax Shop,38553345-0059-1,2026-08-02,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,0132410383-0077-1,2026-08-11,32,Logistic,2082848101,1,,-128.82,RUB
Instax Shop,0132410383-0077-1,2026-08-11,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0132410383-0077-1,2026-08-11,98,DeliveryToHandoverPlaceByOzon,2082848101,1,,-25,RUB
Instax Shop,63776575-0057-2,2026-08-07,69,SaleCommission,1393784711,1,1097,-537.53,RUB
Instax Shop,63776575-0057-2,2026-08-07,98,DeliveryToHandoverPlaceByOzon,1393784711,1,,-25,RUB
Instax Shop,63776575-0057-2,2026-08-07,74,StarsMembership,1393784711,1,,-16.46,RUB
Instax Shop,63776575-0057-2,2026-08-07,32,Logistic,1393784711,1,,-59,RUB
Instax Shop,0136159515-0274-4,2026-08-10,29,LastMileCourier,2082847183,1,,-12.66,RUB
Instax Shop,0136159515-0274-4,2026-08-10,74,StarsMembership,2082847183,1,,-16.46,RUB
Instax Shop,0136159515-0274-4,2026-08-10,32,Logistic,2082847183,1,,-65,RUB
Instax Shop,0136159515-0274-4,2026-08-10,69,SaleCommission,2082847183,1,1097,-537.53,RUB
Instax Shop,51903810-0162-1,2026-08-05,69,SaleCommission,1281292708,1,1097,-537.53,RUB
Instax Shop,51903810-0162-1,2026-08-05,32,Logistic,1281292708,1,,-154.76,RUB
Instax Shop,51903810-0162-1,2026-08-05,74,StarsMembership,1281292708,1,,-16.46,RUB
Instax Shop,51903810-0162-1,2026-08-05,29,LastMileCourier,1281292708,1,,-7.08,RUB
Instax Shop,45958530-0302-1,2026-08-04,29,LastMileCourier,2082848101,1,,-9.32,RUB
Instax Shop,45958530-0302-1,2026-08-04,32,Logistic,2082848101,1,,-59,RUB
Instax Shop,45958530-0302-1,2026-08-04,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,45958530-0302-1,2026-08-04,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,0126682458-0062-1,2026-08-05,74,StarsMembership,1393797856,1,,-16.46,RUB
Instax Shop,0126682458-0062-1,2026-08-05,69,SaleCommission,1393797856,1,1097,-537.53,RUB
Instax Shop,0126682458-0062-1,2026-08-05,29,LastMileCourier,1393797856,1,,-16.41,RUB
Instax Shop,0126682458-0062-1,2026-08-05,32,Logistic,1393797856,1,,-58,RUB
Instax Shop,46609771-0577-1,2026-08-07,39,PackingFee,1281295474,1,,-10,RUB
Instax Shop,46609771-0577-1,2026-08-07,38,PackageCost,1281295474,1,,-5,RUB
Instax Shop,46609771-0577-1,2026-08-04,29,LastMileCourier,1281295474,1,,-6.24,RUB
Instax Shop,46609771-0577-1,2026-08-04,69,SaleCommission,1281295474,1,1097,-537.53,RUB
Instax Shop,46609771-0577-1,2026-08-07,69,SaleCommission,1281295474,1,-1097,537.53,RUB
Instax Shop,46609771-0577-1,2026-08-13,45,PickUpPointReturnAcceptance,1281295474,1,,-15,RUB
Instax Shop,46609771-0577-1,2026-08-04,32,Logistic,1281295474,1,,-68,RUB
Instax Shop,46609771-0577-1,2026-08-04,74,StarsMembership,1281295474,1,,-16.46,RUB
Instax Shop,46609771-0577-1,2026-08-13,59,ReturnFlowLogistic,1281295474,1,,-56,RUB
Instax Shop,57198338-0012-1,2026-08-02,69,SaleCommission,2090798474,1,497,-243.53,RUB
Instax Shop,57198338-0012-1,2026-08-02,29,LastMileCourier,2090798474,1,,-7.6,RUB
Instax Shop,57198338-0012-1,2026-08-02,74,StarsMembership,2090798474,1,,-7.46,RUB
Instax Shop,57198338-0012-1,2026-08-02,32,Logistic,2090798474,1,,-58,RUB
Instax Shop,0175309601-0014-1,2026-08-04,29,LastMileCourier,1393792471,1,,-10.97,RUB
Instax Shop,0175309601-0014-1,2026-08-04,74,StarsMembership,1393792471,1,,-16.46,RUB
Instax Shop,0175309601-0014-1,2026-08-04,69,SaleCommission,1393792471,1,1097,-537.53,RUB
Instax Shop,0175309601-0014-1,2026-08-04,32,Logistic,1393792471,1,,-148.76,RUB
Instax Shop,0105300833-0328-1,2026-08-02,74,StarsMembership,2396422586,1,,-15.71,RUB
Instax Shop,0105300833-0328-1,2026-08-02,29,LastMileCourier,2396422586,1,,-9.12,RUB
Instax Shop,0105300833-0328-1,2026-08-02,69,SaleCommission,2396422586,1,1047,-513.03,RUB
Instax Shop,0105300833-0328-1,2026-08-02,32,Logistic,2396422586,1,,-72,RUB
Instax Shop,0134489623-0135-2,2026-08-03,69,SaleCommission,2090798532,1,497,-243.53,RUB
Instax Shop,0134489623-0135-2,2026-08-03,74,StarsMembership,2090798532,1,,-7.46,RUB
Instax Shop,0134489623-0135-2,2026-08-03,29,LastMileCourier,2090798532,1,,-11.28,RUB
Instax Shop,0134489623-0135-2,2026-08-03,32,Logistic,2090798532,1,,-65,RUB
Instax Shop,08094772-0521-2,2026-08-02,38,PackageCost,1281292708,1,,-5,RUB
Instax Shop,08094772-0521-2,2026-08-04,45,PickUpPointReturnAcceptance,1281292708,1,,-15,RUB
Instax Shop,08094772-0521-2,2026-08-04,59,ReturnFlowLogistic,1281292708,1,,-56,RUB
Instax Shop,08094772-0521-2,2026-08-04,32,Logistic,1281292708,1,,-65,RUB
Instax Shop,08094772-0521-2,2026-08-04,29,LastMileCourier,1281292708,1,,-7.56,RUB
Instax Shop,08094772-0521-2,2026-08-02,39,PackingFee,1281292708,1,,-10,RUB
Instax Shop,29877644-0233-1,2026-08-03,29,LastMileCourier,1393784711,1,,-6.85,RUB
Instax Shop,29877644-0233-1,2026-08-03,69,SaleCommission,1393784711,1,1096,-537.04,RUB
Instax Shop,29877644-0233-1,2026-08-03,32,Logistic,1393784711,1,,-66,RUB
Instax Shop,29877644-0233-1,2026-08-03,74,StarsMembership,1393784711,1,,-16.44,RUB
Instax Shop,45573933-0135-1,2026-08-03,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,45573933-0135-1,2026-08-03,32,Logistic,2078709026,1,,-65,RUB
Instax Shop,45573933-0135-1,2026-08-03,29,LastMileCourier,2078709026,1,,-9.79,RUB
Instax Shop,45573933-0135-1,2026-08-03,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,31286408-0063-1,2026-08-04,29,LastMileCourier,2078708952,1,,-8.56,RUB
Instax Shop,31286408-0063-1,2026-08-04,32,Logistic,2078708952,1,,-146.76,RUB
Instax Shop,31286408-0063-1,2026-08-04,69,SaleCommission,2078708952,1,1097,-482.68,RUB
Instax Shop,31286408-0063-1,2026-08-04,74,StarsMembership,2078708952,1,,-16.46,RUB
Instax Shop,15005890-0305-1,2026-08-08,38,PackageCost,1281292708,1,,-5,RUB
Instax Shop,15005890-0305-1,2026-08-08,39,PackingFee,1281292708,1,,-10,RUB
Instax Shop,15005890-0305-1,2026-08-11,29,LastMileCourier,1281292708,1,,-9.69,RUB
Instax Shop,15005890-0305-1,2026-08-11,45,PickUpPointReturnAcceptance,1281292708,1,,-15,RUB
Instax Shop,15005890-0305-1,2026-08-11,32,Logistic,1281292708,1,,-68,RUB
Instax Shop,15005890-0305-1,2026-08-11,59,ReturnFlowLogistic,1281292708,1,,-56,RUB
Instax Shop,0187237215-0013-1,2026-08-10,69,SaleCommission,1967682200,1,1097,-537.53,RUB
Instax Shop,0187237215-0013-1,2026-08-10,32,Logistic,1967682200,1,,-192.64,RUB
Instax Shop,0187237215-0013-1,2026-08-10,29,LastMileCourier,1967682200,1,,-9.19,RUB
Instax Shop,0187237215-0013-1,2026-08-10,74,StarsMembership,1967682200,1,,-16.46,RUB
Instax Shop,56442764-0220-2,2026-08-04,32,Logistic,2078709026,1,,-65,RUB
Instax Shop,56442764-0220-2,2026-08-04,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,56442764-0220-2,2026-08-04,29,LastMileCourier,2078709026,1,,-11.68,RUB
Instax Shop,56442764-0220-2,2026-08-04,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,68008379-0030-1,2026-08-02,69,SaleCommission,1281295474,1,1097,-537.53,RUB
Instax Shop,68008379-0030-1,2026-08-02,32,Logistic,1281295474,1,,-65,RUB
Instax Shop,68008379-0030-1,2026-08-02,74,StarsMembership,1281295474,1,,-16.46,RUB
Instax Shop,68008379-0030-1,2026-08-02,29,LastMileCourier,1281295474,1,,-8.33,RUB
Instax Shop,32294838-0171-1,2026-08-10,45,PickUpPointReturnAcceptance,908818441,1,,-15,RUB
Instax Shop,32294838-0171-1,2026-08-10,32,Logistic,908818441,1,,-61,RUB
Instax Shop,32294838-0171-1,2026-08-10,29,LastMileCourier,908818441,1,,-6.89,RUB
Instax Shop,32294838-0171-1,2026-08-07,38,PackageCost,908818441,1,,-5,RUB
Instax Shop,32294838-0171-1,2026-08-07,39,PackingFee,908818441,1,,-10,RUB
Instax Shop,32294838-0171-1,2026-08-10,59,ReturnFlowLogistic,908818441,1,,-56,RUB
Instax Shop,0118352438-0319-1,2026-08-10,69,SaleCommission,2078709026,1,1097,-482.68,RUB
Instax Shop,0118352438-0319-1,2026-08-10,74,StarsMembership,2078709026,1,,-16.46,RUB
Instax Shop,0118352438-0319-1,2026-08-10,29,LastMileCourier,2078709026,1,,-10.4,RUB
Instax Shop,0118352438-0319-1,2026-08-10,32,Logistic,2078709026,1,,-155.76,RUB
Instax Shop,06933512-0221-1,2026-08-02,29,LastMileCourier,758898715,1,,-8.92,RUB
Instax Shop,06933512-0221-1,2026-08-02,32,Logistic,758898715,1,,-65,RUB
Instax Shop,06933512-0221-1,2026-08-02,69,SaleCommission,758898715,1,1097,-537.53,RUB
Instax Shop,06933512-0221-1,2026-08-02,74,StarsMembership,758898715,1,,-16.46,RUB
Instax Shop,46654170-0137-1,2026-08-02,29,LastMileCourier,2082848101,1,,-9.18,RUB
Instax Shop,46654170-0137-1,2026-08-02,74,StarsMembership,2082848101,1,,-16.46,RUB
Instax Shop,46654170-0137-1,2026-08-02,32,Logistic,2082848101,1,,-65,RUB
Instax Shop,46654170-0137-1,2026-08-02,69,SaleCommission,2082848101,1,1097,-537.53,RUB
Instax Shop,0221863619-0130-1,2026-08-03,32,Logistic,2082847183,1,,-65,RUB
Instax Shop,0221863619-0130-1,2026-08-03,74,StarsMembership,2082847183,1,,-16.46,RUB
Instax Shop,0221863619-0130-1,2026-08-03,29,LastMileCourier,2082847183,1,,-9.86,RUB
Instax Shop,0221863619-0130-1,2026-08-03,69,SaleCommission,2082847183,1,1097,-537.53,RUB
Instax Shop,0197733291-0015-1,2026-08-06,32,Logistic,2396423754,1,,-151.76,RUB
Instax Shop,0197733291-0015-1,2026-08-06,29,LastMileCourier,2396423754,1,,-7.44,RUB
Instax Shop,0197733291-0015-1,2026-08-06,69,SaleCommission,2396423754,1,1047,-513.03,RUB
Instax Shop,0197733291-0015-1,2026-08-06,74,StarsMembership,2396423754,1,,-15.71,RUB
Instax Shop,98832309-0337-1,2026-08-02,29,LastMileCourier,2090798532,1,,-8.62,RUB
Instax Shop,98832309-0337-1,2026-08-02,32,Logistic,2090798532,1,,-58,RUB
Instax Shop,98832309-0337-1,2026-08-11,69,SaleCommission,2090798532,1,-497,243.53,RUB
Instax Shop,98832309-0337-1,2026-08-13,59,ReturnFlowLogistic,2090798532,1,,-56,RUB
Instax Shop,98832309-0337-1,2026-08-13,45,PickUpPointReturnAcceptance,2090798532,1,,-15,RUB
Instax Shop,98832309-0337-1,2026-08-02,74,StarsMembership,2090798532,1,,-7.46,RUB
Instax Shop,98832309-0337-1,2026-08-02,69,SaleCommission,2090798532,1,497,-243.53,RUB
Instax Shop,0112426821-0322-1,2026-08-13,32,Logistic,1967682262,1,,-59,RUB
Instax Shop,0112426821-0322-1,2026-08-13,29,LastMileCourier,1967682262,1,,-13.2,RUB
Instax Shop,0112426821-0322-1,2026-08-13,74,StarsMembership,1967682262,1,,-16.46,RUB
Instax Shop,0112426821-0322-1,2026-08-13,69,SaleCommission,1967682262,1,1097,-537.53,RUB
Instax Shop,0178923835-0872-1,2026-08-06,69,SaleCommission,4893687016,1,1097,-482.68,RUB
Instax Shop,0178923835-0872-1,2026-08-06,32,Logistic,4893687016,1,,-148.76,RUB
Instax Shop,0178923835-0872-1,2026-08-06,74,StarsMembership,4893687016,1,,-16.46,RUB
Instax Shop,0178923835-0872-1,2026-08-06,29,LastMileCourier,4893687016,1,,-8.16,RUB
Instax Shop,30417565-0151-1,2026-08-06,69,SaleCommission,1393797856,1,1097,-537.53,RUB
Instax Shop,30417565-0151-1,2026-08-06,32,Logistic,1393797856,1,,-57,RUB
Instax Shop,30417565-0151-1,2026-08-06,29,LastMileCourier,1393797856,1,,-8.02,RUB
Instax Shop,30417565-0151-1,2026-08-06,74,StarsMembership,1393797856,1,,-16.46,RUB
Instax Shop,0110622317-0531-2,2026-08-07,32,Logistic,908818342,1,,-65,RUB
Instax Shop,0110622317-0531-2,2026-08-07,29,LastMileCourier,908818342,1,,-11.38,RUB
Instax Shop,0110622317-0531-2,2026-08-07,69,SaleCommission,908818342,1,1047,-513.03,RUB
Instax Shop,0110622317-0531-2,2026-08-07,74,StarsMembership,908818342,1,,-15.71,RUB
Instax Shop,59580411-0146-3,2026-08-04,74,StarsMembership,758898715,1,,-16.46,RUB
Instax Shop,59580411-0146-3,2026-08-04,69,SaleCommission,758898715,1,1097,-537.53,RUB
Instax Shop,59580411-0146-3,2026-08-04,32,Logistic,758898715,1,,-65,RUB
Instax Shop,59580411-0146-3,2026-08-04,29,LastMileCourier,758898715,1,,-8.18,RUB
Instax Shop,47215875-0278-1,2026-08-04,69,SaleCommission,1393792471,1,1097,-537.53,RUB
Instax Shop,47215875-0278-1,2026-08-04,74,StarsMembership,1393792471,1,,-16.46,RUB
Instax Shop,47215875-0278-1,2026-08-04,32,Logistic,1393792471,1,,-65,RUB
Instax Shop,47215875-0278-1,2026-08-04,29,LastMileCourier,1393792471,1,,-9.93,RUB
Instax Shop,98832309-0338-1,2026-08-04,74,StarsMembership,2090798474,1,,-7.46,RUB
